Dice per mask,Gdice per mask,IoU per mask,Mask N,Sam generation,Weights path,Dataset
0.6520542502403259,0.30811670422554016,0.5873035788536072,0,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.741913914680481,0.48564186692237854,0.6587880253791809,1,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.656946063041687,0.31870517134666443,0.5903048515319824,2,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.8828357458114624,0.7665015459060669,0.81001877784729,3,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.889948844909668,0.7802610993385315,0.8195298910140991,4,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.915797233581543,0.8320709466934204,0.8558014631271362,5,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.9357348680496216,0.8718204498291016,0.8860716819763184,6,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.774561882019043,0.5511977672576904,0.6884287595748901,7,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.6355628967285156,0.27547305822372437,0.5757463574409485,8,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.6833207607269287,0.3697238564491272,0.6105772852897644,9,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.8168032169342041,0.6346631050109863,0.7315391302108765,10,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7453831434249878,0.49186766147613525,0.6621221303939819,11,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.9218764305114746,0.8440439701080322,0.8648293018341064,12,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.9296762943267822,0.8596632480621338,0.8766562342643738,13,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7488741278648376,0.4989994764328003,0.6651222705841064,14,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.8165737390518188,0.6336163878440857,0.7314630150794983,15,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7246964573860168,0.45112887024879456,0.6441469788551331,16,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7806938290596008,0.5625516772270203,0.6946634650230408,17,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.6193715333938599,0.24187380075454712,0.5657872557640076,18,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7628606557846069,0.5264822244644165,0.6779910326004028,19,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.6132946610450745,0.2394794374704361,0.5557754635810852,20,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.7237643599510193,0.4518362283706665,0.6420770287513733,21,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.8291581273078918,0.6606327891349792,0.7446548938751221,22,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
0.9179598093032837,0.8368564248085022,0.858925461769104,23,1,sam_vit_b_01ec64.pth,ExperimentData/BackboneExperimentData/MaizeUAV
