Dice per mask,Gdice per mask,IoU per mask,Mask N,Sam generation,Weights path,Dataset
0.9772335886955261,0.955906331539154,0.9563902616500854,0,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9777691960334778,0.957006573677063,0.9573718309402466,1,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9826107025146484,0.966505229473114,0.9663492441177368,2,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9763320088386536,0.9541646242141724,0.9547396898269653,3,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9822448492050171,0.9658451676368713,0.9656628370285034,4,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9696696996688843,0.9416861534118652,0.9426841735839844,5,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9847580194473267,0.9706409573554993,0.9703857898712158,6,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9702166318893433,0.9425676465034485,0.9436706304550171,7,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9797227382659912,0.960788369178772,0.9609766006469727,8,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9737684726715088,0.949314534664154,0.9500693678855896,9,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9725513458251953,0.9459267258644104,0.9479197263717651,10,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9707231521606445,0.9423425793647766,0.9446392059326172,11,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9784210920333862,0.9574496746063232,0.9586039781570435,12,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9811617136001587,0.9628814458847046,0.9636721611022949,13,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9662842750549316,0.9334981441497803,0.9367750883102417,14,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9728261232376099,0.9463198781013489,0.9484217166900635,15,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9698060750961304,0.9405457377433777,0.9430023431777954,16,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9839346408843994,0.9683220982551575,0.9688559770584106,17,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9539357423782349,0.909417986869812,0.9155279397964478,18,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
0.9731162190437317,0.9468837976455688,0.9489442110061646,19,1,sam_vit_b_01ec64.pth,BackboneExperimentData/MaizeEar/
